id;section_code;label;meta;updated_at
1;01;Animaux vivants et produits du règne animal;"{""lang"": ""fr"", ""source"": ""ADII"", ""scraped_at"": ""2026-01-31T22:43:39.621994"", ""parser_version"": ""v1.4""}";2026-01-31 21:44:09.802544
