hs_code
0101210000
0101291000
0101292000
0101299000
0101300010
0101300090
0101900000
0102210000
0102291000
0102292100
0102292200
0102292900
0102293100
0102293900
0102294100
0102294900
0102299000
0102310010
0102310090
0102390010
0102390090
0102900010
0102900090
0103100010
0103100090
0103911000
0103919000
0103921000
0103929000
0104101010
0104101090
0104109010
0104109090
0104201010
0104201090
0104209010
0104209090
0105111000
0105119000
0105120010
0105120090
0105131000
0105139000
0105141000
0105149000
0105151000
0105159000
0105940000
0105990010
0105990020
0105990030
0105990090
0106111000
0106119000
0106122000
0106128000
0106131000
0106139010
0106139090
0106141100
0106141900
0106143000
0106145000
0106146000
0106149000
0106193500
0106194100
0106194700
0106195500
0106196100
0106196700
0106198000
0106201000
0106209100
0106209200
0106209900
0106310000
0106321000
0106329000
0106331000
0106339000
0106391100
0106391200
0106391900
0106394000
0106399100
0106399900
0106411000
0106419000
0106491000
0106499000
0106903000
0106909100
0106909200
0106909700
0201100011
0201100019
0201100090
0201201110
0201201190
0201201910
0201201990
0201209010
0201209090
0201301110
0201301190
0201301910
0201301990
0201309010
0201309090
0202100010
0202100090
0202201010
0202201090
0202209010
0202209090
0202301100
0202301910
0202301990
0202309000
0203110010
0203110090
0203120010
0203120090
0203190010
0203190090
0203210010
0203210090
0203220010
0203220090
0203290010
0203290090
0204100010
0204100090
0204210010
0204210090
0204220010
0204220090
0204230010
0204230090
0204300010
0204300090
0204410010
0204410090
0204420010
0204420090
0204430010
0204430090
0204500000
0205000000
0206101000
0206109110
0206109190
0206109900
0206210010
0206210091
0206210099
0206220010
0206220091
0206220099
0206291000
0206299110
0206299190
0206299900
0206300010
0206300091
0206300099
0206410010
0206410091
0206410099
0206490010
0206490091
0206490099
0206800010
0206800091
0206800099
0206901010
0206901091
0206901099
0206909010
0206909091
0206909099
0207110000
0207120000
0207130010
0207130021
0207130029
0207130090
0207141000
0207149100
0207149211
0207149212
0207149219
0207149291
0207149299
0207149900
0207240000
0207250000
0207260010
0207260021
0207260029
0207260090
0207271000
0207279010
0207279021
0207279029
0207279090
0207410000
0207420000
0207430000
0207440000
0207451000
0207459000
0207510000
0207520000
0207530000
0207540000
0207551000
0207559000
0207600010
0207600020
0207600030
0207600041
0207600042
0207600043
0207600049
0207600081
0207600089
0207600090
0208100010
0208100090
0208300010
0208300090
0208400003
0208400005
0208400020
0208400030
0208400081
0208400089
0208500010
0208500090
0208600010
0208600090
0208900010
0208900020
0208900092
0208900094
0208900096
0209100000
0209900010
0209900090
0210110000
0210120000
0210190000
0210201100
0210201500
0210201700
0210209000
0210910000
0210920021
0210920029
0210920081
0210920089
0210930000
0210991000
0210999010
0210999020
0210999030
0210999040
0210999060
0210999070
0301110000
0301190000
0301911000
